Num Training Releases,% Training,% Defective In Training,% Defective In Testing,Classifier,Balancing,Feature Selection,TP,FP,TN,FN,Precision,Recall,ROC Area,Kappa
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,NaiveBayes,None,None,1,0,64,6,1.0,0.14285714285714285,0.7946428571428571,0.2310469314079423
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,NaiveBayes,None,None,0,0,3,4,NaN,0.0,0.75,0.0
20,0.9779005524861878,0.0748587570621469,0.1875,NaiveBayes,None,None,0,0,13,3,NaN,0.0,0.6538461538461539,0.0
3,0.270042194092827,0.015625,0.09248554913294797,IBk,None,None,0,0,157,16,NaN,0.0,0.5191082802547771,0.0
4,0.915057915057915,0.07172995780590717,0.13636363636363635,IBk,None,None,0,1,18,3,0.0,0.0,0.47368421052631576,-0.07317073170731683
5,0.9847908745247148,0.07722007722007722,0.25,IBk,None,None,0,0,3,1,NaN,0.0,0.5,0.0
6,0.8945578231292517,0.07984790874524715,0.03225806451612903,IBk,None,None,0,0,30,1,NaN,0.0,0.5166666666666667,0.0
9,0.84251968503937,0.06853582554517133,0.016666666666666666,IBk,None,None,0,1,58,1,0.0,0.0,0.5,-0.016949152542372135
10,0.8485523385300668,0.06036745406824147,0.16176470588235295,IBk,None,None,3,1,56,8,0.75,0.2727272727272727,0.6339712918660287,0.34334763948497876
11,0.8944223107569721,0.0757238307349666,0.03773584905660377,IBk,None,None,0,7,44,2,0.0,0.0,0.43137254901960786,-0.06236080178173717
12,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,None,None,0,3,69,1,0.0,0.0,0.4861111111111111,-0.02097902097902156
13,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,None,None,0,3,69,1,0.0,0.0,0.4861111111111111,-0.02097902097902156
14,0.8730434782608696,0.07171314741035857,0.0136986301369863,IBk,None,None,0,3,69,1,0.0,0.0,0.4861111111111111,-0.02097902097902156
15,0.9214743589743589,0.06434782608695652,0.10204081632653061,IBk,None,None,2,8,36,3,0.2,0.4,0.6090909090909091,0.15118110236220478
16,0.9214743589743589,0.06434782608695652,0.10204081632653061,IBk,None,None,2,8,36,3,0.2,0.4,0.6090909090909091,0.15118110236220478
18,0.8987161198288159,0.06666666666666667,0.09859154929577464,IBk,None,None,0,1,63,7,0.0,0.0,0.5078125,-0.025270758122743278
19,0.9901129943502824,0.06990014265335236,0.5714285714285714,IBk,None,None,2,1,2,2,0.6666666666666666,0.5,0.5833333333333334,0.15999999999999995
20,0.9779005524861878,0.0748587570621469,0.1875,IBk,None,None,1,4,9,2,0.2,0.3333333333333333,0.5384615384615384,0.02040816326530612
3,0.270042194092827,0.015625,0.09248554913294797,RandomForest,Undersampling,None,16,157,0,0,0.09248554913294797,1.0,0.830015923566879,0.0
